eval,score,best,p0,p1,p2,p3,p4,p5,p6,p7
380,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
381,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
382,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
383,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
384,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
385,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
386,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
387,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
388,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
389,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
390,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
391,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
392,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
393,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
394,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
395,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
396,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
397,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
398,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
399,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
400,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
401,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
402,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
403,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
404,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
405,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
406,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
407,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
408,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
409,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
410,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
411,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
412,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
413,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
414,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
415,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
416,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
417,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
418,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
419,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
420,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
421,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
422,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
423,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
424,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
425,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
426,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
427,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
428,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
429,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
430,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
431,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
432,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
433,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
434,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
435,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
436,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
437,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
438,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
439,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
440,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
441,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
442,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
443,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
444,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
445,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
446,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
447,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
448,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
449,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
450,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
451,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
452,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
453,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
454,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
455,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
456,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
457,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
458,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
459,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
460,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
461,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
462,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
463,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
464,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
465,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
466,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
467,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
468,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
469,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
470,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
471,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
472,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
473,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
474,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
475,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
476,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
477,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
478,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
479,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
480,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
481,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
482,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
483,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
484,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
485,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
486,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
487,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
488,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
489,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
490,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
491,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
492,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
493,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
494,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
495,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
496,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
497,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
498,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
499,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
500,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
501,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
502,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
503,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
504,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
505,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
506,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
507,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
508,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
509,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
510,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
511,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
512,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
513,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
514,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
515,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
516,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
517,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
518,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
519,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
520,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
521,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
522,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
523,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
524,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
525,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
526,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
527,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
528,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
529,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
530,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
531,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
532,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
533,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
534,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
535,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
536,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
537,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
538,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
539,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
540,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
541,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
542,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
543,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
544,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
545,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
546,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
547,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
548,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
549,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
550,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
551,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
552,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
553,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
554,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
555,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
556,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
557,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
558,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
559,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
560,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
561,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
562,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
563,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
564,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
565,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
566,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
567,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
568,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
569,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
570,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
571,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
572,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
573,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
574,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
575,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
576,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
577,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
578,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
579,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
580,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
581,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
582,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
583,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
584,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
585,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
586,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
587,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
588,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
589,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
590,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
591,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
592,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
593,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
594,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
595,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
596,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
597,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
598,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
599,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
600,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
601,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
602,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
603,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
604,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
605,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
606,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
607,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
608,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
609,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
610,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
611,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
612,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
613,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
614,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
615,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
616,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
617,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
618,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
619,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
620,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
621,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
622,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
623,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
624,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
625,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
626,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
627,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
628,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
629,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
630,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
631,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
632,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
633,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
634,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
635,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
636,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
637,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
638,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
639,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
640,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
641,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
642,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
643,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
644,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
645,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
646,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
647,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
648,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
649,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
650,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
651,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
652,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
653,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
654,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
655,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
656,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
657,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
658,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
659,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
660,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
661,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
662,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
663,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
664,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
665,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
666,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
667,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
668,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
669,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
670,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
671,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
672,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
673,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
674,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
675,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
676,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
677,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
678,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
679,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
680,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
681,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
682,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
683,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
684,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
685,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
686,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
687,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
688,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
689,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
690,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
691,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
692,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
693,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
694,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
695,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
696,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
697,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
698,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
699,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
700,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
701,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
702,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
703,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
704,2396.4820458869863,2780.148923527175,1,0,1,1,1,-1,-1,1
705,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
706,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
707,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
708,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
709,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
710,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
711,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
712,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
713,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
714,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
715,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
716,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
717,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
718,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
719,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
720,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
721,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
722,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
723,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
724,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
725,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
726,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
727,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
728,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
729,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
730,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
731,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
732,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
733,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
734,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
735,589.1514213764916,2780.148923527175,-1,1,1,1,1,-1,-1,1
736,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
737,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
738,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
739,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
740,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
741,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
742,2263.4040480539265,2780.148923527175,1,1,1,1,1,-1,0,1
743,715.5160012648229,2780.148923527175,1,-1,1,1,1,-1,-1,1
744,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
745,2760.991900511706,2780.148923527175,1,1,0,1,1,-1,-1,1
746,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
747,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
748,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
749,1559.049236871587,2780.148923527175,1,1,1,1,1,-1,-1,-1
750,1260.4223600852713,2780.148923527175,1,1,1,1,1,0,-1,1
751,2470.553500532423,2780.148923527175,1,1,1,1,0,-1,-1,1
752,2765.958208378487,2780.148923527175,1,1,1,0,1,-1,-1,1
753,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
754,132.26070982341844,2780.148923527175,1,1,1,1,1,1,-1,1
755,715.0528224389111,2780.148923527175,1,1,1,1,1,-1,1,1
756,2533.4660616669926,2780.148923527175,1,1,1,1,1,-1,-1,0
757,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
758,1339.2738642755885,2780.148923527175,1,1,1,1,-1,-1,-1,1
759,2747.380189183525,2780.148923527175,1,1,1,-1,1,-1,-1,1
760,2734.2918020304464,2780.148923527175,1,1,-1,1,1,-1,-1,1
761,2371.0740130996023,2780.148923527175,0,1,1,1,1,-1,-1,1
